task_id,image_id,phrase
2386179__683402,2386179,metal rail
2386179__683403,2386179,closed door
2386179__683408,2386179,snowy sidewalk
2386179__683399,2386179,brick building
2386187__1288579,2386187,black shirt
2386187__1288593,2386187,green grass
2386187__1288578,2386187,refereeing umpire
2386187__1288574,2386187,playing man
2386187__1288576,2386187,grey catcher
2386187__1288592,2386187,white line
2386197__4102361,2386197,hose laying on rocks
2386197__4102333,2386197,lower legs
2386197__4102334,2386197,board
2386197__4102362,2386197,rocks
2386200__683264,2386200,glass greenhouse
2386200__683250,2386200,tree next to river
2386200__683261,2386200,brown grass
2386200__683247,2386200,boat in water
2386201__683220,2386201,field for baseball
2386201__683225,2386201,blue sky
2386201__683192_683194,2386201,large puffy white cloud in sky
2386201__683207,2386201,large mountains
2386201__683237,2386201,ground
2386210__683186,2386210,sky
2386210__683164,2386210,rusted post
2386210__683182,2386210,road
2386223__519354,2386223,gray carpet
2386223__519359,2386223,white sheets
2386223__519362,2386223,brown night stand
2386223__519364,2386223,wrinkle in blanket
2386244__1288073,2386244,playing tennis player
2386244__1288071,2386244,black shorts
2386244__1288075,2386244,red t-shirt
2386244__1288066,2386244,grey shadow
2386244__1288072,2386244,red stripe
2386259__1287890,2386259,curved panel
2386259__1287892,2386259,blue sky
2386259__1287884_1287884,2386259,ornate platform
2386263__519170,2386263,brown fur
2386263__519175,2386263,green grass
2386263__519179,2386263,water has bubbles
2386263__519169,2386263,front leg
2386270__519151,2386270,brwon steeple
2386270__519154,2386270,window on tower
2386270__519150,2386270,wooden archway
2386270__519153,2386270,tower
2386270__519155,2386270,blue sky
2386302__1287508,2386302,rocky wall
2386302__1287499,2386302,standing man
2386302__1287502,2386302,squatting woman
2386302__1287507,2386302,blonde man
2386302__1287501,2386302,standing people
2386305__1287495,2386305,pond
2386326__4086319,2386326,young boy
2386326__4086320,2386326,board
2386326__4086269,2386326,guy on a skateboard
2386336__1287100,2386336,bathroom
2386336__1287109,2386336,granite counter
2386336__1287095,2386336,black framed mirror
2386336__1287092,2386336,ceiling
2386336__1287117,2386336,wooden doorway
2363804__3305897,2363804,garbage can on wall
2363804__1973311,2363804,dog near bowl
2363804__3287721,2363804,trash can
2363804__2844049,2363804,shadow
2363804__3470558,2363804,white door
2386348__1286951,2386348,long boat
2386348__1286977,2386348,shoreline
2386348__1286956,2386348,shorts
2386348__1286957,2386348,poles held by man
2386352__1286912,2386352,poster behind man
2386352__1286906,2386352,black glasses
2386352__1286901,2386352,filled cup
2386352__1286914,2386352,hands
2386352__1286907,2386352,black vest
2386357__682482,2386357,black hair
2386357__682480,2386357,white wall
2386357__3844623,2386357,table
2386357__682479,2386357,tangled cords
2386385__1286642,2386385,wall has border
2386385__1286629,2386385,head
2386385__1286645,2386385,married couple
2386385__1286644,2386385,white icing
2386385__1286643,2386385,white border
2386385__1286631,2386385,white cake
2386388__1286544,2386388,vase has a bottom
2386388__1286559,2386388,red bottom
2386388__1286571,2386388,smaller vases
2386388__1286546,2386388,decoration tall colorful large vase on the left
2386388__1286573,2386388,shadow from vase
2386390__1286533,2386390,leg of man
2386390__1286517,2386390,purple sunset
2386390__1286521,2386390,white wave
2386390__1286531,2386390,beautiful sky
2386390__1286515,2386390,white surfboard
2386390__1286518,2386390,sandy beach
2386391__1286495,2386391,wooden chairs
2386391__1286510,2386391,hardwood floors
2386391__1286507_1286507,2386391,large refrigerator
2386391__1286489,2386391,closed cabinets
2386394__518614,2386394,black window
2386394__518608,2386394,big window
2386394__518624,2386394,black blender
2386397__1286392,2386397,window above sink
2386397__1286384,2386397,white chair
2386397__1286394,2386397,tan rug
2386425__4074937,2386425,bus on street
2386425__4074938,2386425,street
2386425__4074945,2386425,beat up bumper
2386430__682246,2386430,penguin express ad
2386430__682230,2386430,tire on bus
2386430__682260,2386430,bare tree
2386430__682257,2386430,brown roof
2386430__682249,2386430,green containers
2386432__1286078,2386432,buttons on keyboard
2386432__1286069,2386432,white keyboard
2386432__1286076,2386432,blinds
2386432__1286067_1286067_1286067,2386432,wood desk
2386445__1285926,2386445,flowing water
2386445__1285921,2386445,dirty water
2386445__1285931,2386445,long grass
2386445__1285922,2386445,covered log
2386456__1285893,2386456,green grass
2386456__1285895,2386456,right
2386456__1285897,2386456,white head
2386456__1285898,2386456,leg
2386456__1285870_1285869,2386456,zebra eating from ground
2386484__1285646,2386484,road has markings
2386484__3844489,2386484,wall
2386484__3844485,2386484,green grass
2386484__3844499,2386484,white word
2386484__3844483,2386484,intersection
2386490__1285601,2386490,purple shirt
2386490__1285585,2386490,skateboarding man
2386490__1285593,2386490,blue jeans
2386490__1285606,2386490,silver grill
2386490__1285590,2386490,yellow house
2386490__1285600,2386490,rail on ramp
2386497__681851,2386497,desk
2386497__681876,2386497,child holds controller
2386497__681863,2386497,green t shirt
2386497__681852,2386497,people sitting in chairs
2386497__681874,2386497,dark seat
2386497__681859,2386497,person wearing jeans
2386503__1285503_1285503,2386503,propeller on plane
2386503__1285507_1285507,2386503,green grass
2386503__1285509,2386503,runway under plane
2386503__1285499,2386503,black sign
2386520__3844420,2386520,white and blue airplane
2386520__3844411,2386520,blue tail
2386520__3844416,2386520,oily tarmac
2386520__3844417,2386520,tall pole
2386520__1285246,2386520,blue sky
2386531__681701,2386531,large clock
2386531__681715,2386531,orange flag
2386531__681700,2386531,black hands
2386531__681712,2386531,person wearing black
2386531__681703,2386531,black pole
2386567__517890,2386567,motorcyclist
2386567__517889,2386567,helmet on motorcyclist
2386567__517907,2386567,back
2386567__517895,2386567,smooth track
2386567__3844370,2386567,green grass
2386588__1284644,2386588,pond
2386591__1284612,2386591,black buttons
2386591__1284608,2386591,thumb
2386591__1284613,2386591,blue paper
2386591__1284604,2386591,sony remote
2386591__1284605,2386591,left hand
2386595__1284577,2386595,white container
2386595__1284584_1284586_1284585,2386595,peeled cut orange carrot
2386595__1284582,2386595,red sauce
2386602__1284463,2386602,black sign
2386602__1284471,2386602,black pants
2386602__1284472,2386602,white shirt
2386602__1284487,2386602,blurry face
2386602__1284474,2386602,fake snowboard
2386612__681365,2386612,ocean past beach
2386612__681347,2386612,white roof
2386612__681350_681349,2386612,wooden gray pole
2386612__681361,2386612,shadow on beach
2386625__3844331,2386625,long ski pole
2386625__3844332,2386625,powdery ski slope
2386625__1284195,2386625,standing man
2386625__3844333,2386625,orange jacket
2386625__1284199,2386625,here tree
2386645__517536,2386645,white tissue
2386645__517538,2386645,brown floor
2386645__517534,2386645,white toilet
2386645__517539,2386645,white frame
2386645__517541,2386645,empty can
2386645__3844277,2386645,holder
2386648__1283979,2386648,woman wearing shirt
2386648__1283959,2386648,pepperoni
2386648__1283981,2386648,table
2386648__1283962,2386648,triangular slices
2386648__1283982,2386648,wooden handle
2386654__4063235_4063234,2386654,person behind tennis player
2386654__4542783,2386654,green grass on tennis court
2386654__4063221,2386654,excited tennis player
2386675__681104_681099,2386675,shadow on ground
2386675__681096,2386675,bright light
2386675__681084,2386675,blue bike has green
2386675__681086,2386675,leather jacket
2386685__1283617,2386685,cow on street
2386685__1283616,2386685,blue car
2386685__1283604,2386685,black horse
2386685__1283605,2386685,paved street
2386706__1283342,2386706,pond
2386706__1283341,2386706,smiling woman
2386709__1283322,2386709,tan building
2386709__1283310,2386709,edge
2386709__1283302,2386709,tall tower
2386714__680994,2386714,green plants by wall
2386714__680998,2386714,concrete wall
2386714__680990,2386714,toy train
2386737__1283000,2386737,white laptop
2386737__1282994,2386737,striped cat
2386737__1283012,2386737,blond hair
2386737__1283014,2386737,brown table
2386737__1283016,2386737,ear
2386779__1282573,2386779,brown wood
2386779__1282574,2386779,yellow grass
2386779__1282572,2386779,small bird
2386779__1282584,2386779,weathered wood
2386779__1282586,2386779,yellow flowers
2386796__680646,2386796,black counter
2386796__680664,2386796,sliced cake
2386796__680650_680649,2386796,food on plate
2386796__680655,2386796,blue jeans
2386799__1282354,2386799,smiling woman
2386806__516726,2386806,brown head
2386806__516738,2386806,back
2386806__516740,2386806,animals with lady
2386806__516728,2386806,white horse
2386806__516732,2386806,ruffled dress
2386806__516731,2386806,lady wearing dress
2386810__1282174,2386810,coffee table top
2386810__1282187,2386810,black suit
2386810__1282189,2386810,blue shirt
2386810__1282163,2386810,small tree
2386810__1282164,2386810,well dressed man
2386822__1282045,2386822,foot
2386822__1282038,2386822,white sheep
2386822__1282043,2386822,twig on ground
2386822__1282049_1282049,2386822,head of sheep
2386824__1282030,2386824,pond
2386850__1281812,2386850,leg of horse
2386850__1281804,2386850,short sleeve shirt
2386850__1281799,2386850,person wearing shorts
2386850__1281803,2386850,dark green trees
2386850__1281808,2386850,head of horse
2386866__680396,2386866,brown horse
2386866__680397,2386866,rug
2386866__680409_680409,2386866,multi-colored flag
2386877__680252,2386877,head
2386877__680245,2386877,black remote control
2386877__680244,2386877,man has hair
2386877__680253,2386877,nose
2386877__680249,2386877,blue shirt
2386877__680250,2386877,teeth
2386891__1281373,2386891,black carriage
2386891__1281398,2386891,reins
2386891__1281381,2386891,paved street
2386891__1281375,2386891,white seat
2386891__1281376,2386891,white horse
2386891__1281394,2386891,sidewalk
2386895__1281363,2386895,black cookie
2386895__1281358,2386895,dessert plate
2386895__1281364,2386895,quilt blanket
2386895__1281361,2386895,pink dessert
2386895__1281362,2386895,white cake
2386897__4677788_4131638,2386897,building
2386897__4047026,2386897,blue sky
2386906__1281199,2386906,tall fridge
2386906__1281197,2386906,metal sink
2386906__1281201,2386906,white cabinets
2386906__3843922,2386906,white refrigerator
2386906__3843923,2386906,kitchen
2386910__1281191,2386910,smiling woman
2386911__1281185,2386911,aging pole
2386911__1281184,2386911,green tree
2386911__1281188,2386911,blue sky
2386911__1281183,2386911,wooden street sign
2386923__516100,2386923,orange graffiti
2386923__3843911,2386923,woman
2386923__516127,2386923,lush grass
2386923__516117,2386923,trunk of a tree
2386923__516133,2386923,graffiti of a woman
2386923__516106,2386923,black cords
2386928__4044992,2386928,orange shirt
2386928__4044930,2386928,orange outfit
2386928__4044975,2386928,girl playing tennis
2386942__680034,2386942,silhouetted surfer
2386942__680053_680046_680054,2386942,part
2386942__680043,2386942,dark ocean
2386942__680037,2386942,dark beach
2386943__680028,2386943,wispy cloud
2386943__680027,2386943,blue sky
2386943__680022,2386943,covered in grass field
2386945__679985,2386945,yellow beak
2386945__679986_679986_679986,2386945,white wing
2386945__679983,2386945,brown log
2386974__1280657,2386974,blue pants
2386974__1280655,2386974,sock on foot
2386974__1280658,2386974,vest on man
2386974__1280661,2386974,empty shoe
2386974__1280652,2386974,long stick
2386985__679856,2386985,promotional bus
2386985__679867,2386985,top
2386985__679859,2386985,white dish
2386985__679881,2386985,a patch grass
2386985__679882,2386985,front
2386985__679886,2386985,sidewalk
2387018__1280196,2387018,cyan truck
2387018__1280160,2387018,stand has board
2387018__1280159,2387018,vendor woman
2387018__1280214,2387018,orange basket
2387018__1280198,2387018,stacked green giant cucumber for sale next to stand
2387028__679552,2387028,rod
2387028__679538_679538,2387028,door
2387028__679540_679540,2387028,ivory toilet
2363918__2846496,2363918,red street sign
2363918__3150920,2363918,sign
2363918__2098405,2363918,pole
2363918__3742747,2363918,side
2387055__3843815,2387055,bricks
2387055__679421,2387055,decorative building
2387055__679425,2387055,words on tower
2387055__679415,2387055,tall tower
2387055__679417,2387055,decorative top
2387059__1279836,2387059,blue bow
2387059__1279849_1279849,2387059,orange chair
2387059__1279848,2387059,white whiskers
2387059__1279841_1279841,2387059,plaid couch
2387081__679267,2387081,blue jeans
2387081__679263,2387081,here skateboarder
2387081__679265,2387081,small house
2387081__679262,2387081,blue railing
2387081__679264,2387081,concrete ramp
2387081__679257,2387081,clear sky
2387090__1279478,2387090,black statue
2387090__1279488,2387090,reflective water
2387090__1279477,2387090,fountain water
2387090__1279483,2387090,tall building
2387090__1279485,2387090,tall tree
2387097__1279421,2387097,wheel on bike
2387097__1279411,2387097,man wearing shirt
2387120__515145,2387120,black leg
2387120__515136,2387120,white mattress
2387120__515138_515138,2387120,pillow
2387120__515135_515135,2387120,legs of dog
2387141__515045,2387141,foreground
2387141__515027,2387141,mo letters
2387141__515025,2387141,long spire
2387141__515031,2387141,stairs around building
2387141__515033,2387141,pointed leaves
2387146__514999,2387146,docked boat
2387146__514998,2387146,smiling man
2387146__515014,2387146,boat sits on water
